"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
2021-02-02;0,95906776491998;0,944933173760099;0,973305833910168
2021-02-03;0,967580482015921;0,953295279052736;0,981970451247417
2021-02-04;0,969254076753985;0,954874387917397;0,983739742853338
2021-02-05;0,984889066238014;0,970321334441329;0,999563836098592
2021-02-06;1,00452573340674;0,989759268223784;1,01940002221
2021-02-07;0,983520893837729;0,968891215122274;0,998258677557239
2021-02-08;0,965554369336606;0,951044392740511;0,9801726761584
2021-02-09;0,972579539454252;0,957970455063887;0,987297645402227
2021-02-10;0,993754262053017;0,978922549735323;1,00869594438096
2021-02-11;1,00448105939979;0,989525762924285;1,01954697013087
2021-02-12;1,01630038348273;1,00124651150799;1,03146502506784
2021-02-13;1,01647863251621;1,00144150282598;1,03162626513359
2021-02-14;1,0094694978242;0,994517664913804;1,02453134316676
2021-02-15;0,996117466478478;0,981294845377837;1,01104965980466
2021-02-16;1,00258030827493;0,987719864040795;1,01755017152768
2021-02-17;1,03728787391551;1,02217276833992;1,05251237944952
2021-02-18;1,05228825273167;1,03710087546859;1,06758449662487
2021-02-19;1,0926927667949;1,07730396907195;1,1081891861367
2021-02-20;1,10804890902652;1,09270399719564;1,12349933415241
2021-02-21;1,07795338953736;1,06302376223504;1,09298568495083
2021-02-22;1,07064726758906;1,0559659494696;1,0854285377182
2021-02-23;1,06273743075363;1,04827531382151;1,07729725408934
2021-02-24;1,0846279985586;1,0701603383842;1,09919145369328
2021-02-25;1,09476488422223;1,08038188927441;1,10924167017066
2021-02-26;1,12948366380687;1,11505372063396;1,1440050928894
2021-02-27;1,14419336697119;1,12989346403882;1,15858194701049
2021-02-28;1,09886885921266;1,08511604752807;1,11270707637057
2021-03-01;1,08345599276991;1,07003559915438;1,09695886473008
2021-03-02;1,07819012498514;1,06498798209085;1,09147246956511
2021-03-03;1,08299213844282;1,06991745992292;1,09614512196467
2021-03-04;1,06937522981338;1,05653293933019;1,08229402601021
2021-03-05;1,0888779010709;1,07606013377645;1,10177050826341
2021-03-06;1,10420090657696;1,09143992146397;1,11703503278415
2021-03-07;1,07773239524386;1,06529333739519;1,09024265669515
2021-03-08;1,07038939144777;1,05815303027372;1,0826951234498
2021-03-09;1,04682158994195;1,03485587318433;1,05885513619903
2021-03-10;1,06125238358362;1,04931024135683;1,07326116369956
2021-03-11;1,0645169771889;1,05265284030515;1,07644667903739
2021-03-12;1,07230883828762;1,0605056148005;1,08417647925186
2021-03-13;1,08898957767423;1,07720991516264;1,10083241197632
2021-03-14;1,05645491185519;1,04498400640939;1,06798756694806
2021-03-15;1,04401855630179;1,03273464881556;1,05536292684537
2021-03-16;1,04059429386438;1,02941855719521;1,05182953305744
2021-03-17;1,06329169971896;1,05206684298525;1,07457529647881
2021-03-18;1,06182244675344;1,0506876647432;1,07301510780211
2021-03-19;1,08565329367015;1,07449096412268;1,09687250642082
2021-03-20;1,08508220370687;1,0740389585215;1,09618115127413
2021-03-21;1,05734649458262;1,04657474623983;1,06817263056958
2021-03-22;1,05204776335512;1,0414157526862;1,06273302442981
2021-03-23;1,05294456788451;1,04239794137472;1,06354354597758
2021-03-24;1,0475378613053;1,03709922738616;1,05802804356642
2021-03-25;1,03770151199346;1,0273877214669;1,04806610157996
2021-03-26;1,04460422503181;1,03432193133598;1,05493667197363
2021-03-27;1,05089857289296;1,04064809954786;1,06119858881394
2021-03-28;1,04946384496651;1,03928944081834;1,0596871243948
2021-03-29;1,03241011210367;1,02239120772207;1,04247719229714
2021-03-30;1,0096877822138;0,999840868151942;1,01958228065387
2021-03-31;1,00691059483575;0,997112868120695;1,01675556114919
2021-04-01;0,989302584707135;0,979607319411628;0,999044931660732
2021-04-02;1,00468188709405;0,994910673887927;1,01450018868925
2021-04-03;1,01466829636683;1,00484543386556;1,02453827697005
2021-04-04;0,995800694955717;0,986079679308253;1,00556873293171
2021-04-05;0,956499700289318;0,946980088029932;0,966066263900861
2021-04-06;0,946861740104339;0,937364235731585;0,956406455531204
2021-04-07;0,949967673924228;0,940394041211482;0,959589121859854
2021-04-08;0,944007360619473;0,934390778941334;0,953672494745374
2021-04-09;0,980195803200282;0,970316881291134;0,990124068376139
2021-04-10;0,958501328267534;0,948673410042436;0,968379191233556
2021-04-11;0,948936868134054;0,939108500659906;0,958815690966827
2021-04-12;0,936949940960822;0,927121105462062;0,946829885570882
2021-04-13;0,946401091490044;0,936441164114302;0,956412977172564
2021-04-14;0,952835439625928;0,942754327191613;0,962969424459765
2021-04-15;0,940710133251688;0,930614117157061;0,950859865777105
2021-04-16;0,942872998525324;0,932683685191181;0,953116902174908
2021-04-17;0,950649875232632;0,940330491504059;0,961024795186946
2021-04-18;0,966486935353934;0,9559964456066;0,977033877810901
2021-04-19;0,956682651981231;0,946176553661761;0,967245955018516
2021-04-20;0,958019071371286;0,9474425477602;0,968653489992831
2021-04-21;0,974002253603841;0,963271103514534;0,984792025221447
2021-04-22;0,954009562066107;0,943333159120749;0,964745211041811
2021-04-23;0,964427050039752;0,953633181859011;0,975280821018222
2021-04-24;0,970173728814565;0,959284164704748;0,981123902430408
2021-04-25;0,959111750195795;0,948228673057354;0,970056066602986
2021-04-26;0,927564452291212;0,916805350238786;0,938385449734162
2021-04-27;0,926288373589879;0,915450981691749;0,937188654595617
2021-04-28;0,938179523303252;0,927158609240548;0,949264651644423
2021-04-29;0,947902333567888;0,936708371584375;0,959161864740743
